beer_id,beer_Name,beer_Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Min_IBU,Max_IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
545,Heller Bock Saphir,Bock - Maibock,4,Brauerei Hofstetten Krammer GmbH & Co. KG,"Notes:We dry-hopped this beer with full-cone saphire hops from the Mühlviertel to produce the fine, clean hop aromas of mild tropical fruits you’ll find in the glass.Behind the dry-hopping and new name lurks the ever-beloved Hofstetten Christmas Bock.Along with the heathy additions of Magnum, Aurora, and Select in the boil, this bock was also dry-hopped in our lager keller. This means we stuffed as many full-cone hops – fresh from the fields – as we could into a lager tank and filled the rest of the space with our bock beer. The beer was then left to mature for two months before it was once again enriched with hop oils.To preserve all the wonderful flavors developed during the process, this beer goes directly into bottles without filtration.Light-golden in color with a mild cloudiness, our Saphir-Bock shimmers tantalizingly in the glass. The floral hop aromas harmonize perfectly with the warm ester notes. When taken to the nose, you may make out hints of mandarin, lychee, and ripe pears. On the tongue, you'll immediately be struck by the full-bodiedness. As it moves back across the palate, the hop notes open up, revealing themselves in all their glory in the finish. The pleasant fruity-bitterness travels up the throat, across the palate, and into the nose, where it is greeted, once again, by the sweet ester notes of the yeast.This constant play between full-bodied maltiness and floral hoppiness ensures an unforgettable drinking experience.	",7.4,3.95,20,38,42,68,18,95,75,67,2,78,152,15,98
546,Gruffmeister 8,Bock - Maibock,4,Foothills Brewing Company - Downtown Brewpub,Notes:,8.0,3.64,20,38,19,34,38,28,54,25,1,23,42,3,89
547,Ramstein Maibock,Bock - Maibock,4,High Point Brewing Company,Notes:Rich Amber bock beer brewed with imported Munich and Pilsner Malts and fermented with a rare lager yeast. This beer has a deep malt character and body with a hint of toffee in the aroma. The Noble hops balance the richness of the malts and provide a complex profile that hides the 7% abv.,7.0,3.99,20,38,29,42,19,49,63,13,0,14,71,15,128
548,Hizzoner Maibock,Bock - Maibock,4,Two Roads Brewing Company,Notes:Maibocks are a Bavarian beer style. Bocks are strong German-style lagers and can range from light to dark. Maibocks are typically golden to light amber. They were served in the Spring to celebrate the end of winter. The Bavarian mayor (burgermeister) traditionally taps the first keg. Hizzoner Maibock is a golden full-bodied lager that has been extensively lagered to develop sweetness and crispness of character.	,6.5,3.87,20,38,7,22,4,7,31,12,0,10,12,3,35
549,Dump Truck,Bock - Maibock,4,"Bayern Brewing, Inc. / Edelweiss Bistro","Notes:The recipe for this light, unfiltered, lager bock beer uses German sauermalt, organic Montana “Spitz malt”, Pilsener malt, plus three hoppings using Hallertauer Perle and the rare Tettnang aroma hops (both imported from Germany).	",6.0,3.75,20,38,27,48,11,54,29,33,0,22,68,9,62
550,Ainpöckisch Bier 1378,Bock - Maibock,4,Einbecker Brauhaus AG,Notes:When Duke Erich handed Martin Luther a mug of Einbecker Beer at the Worms Reichstag in the year 1521 Martin Luther called out “the best drink known to man is called Ainpöckisch Beer.” His love to Katharina von Bora and to Ainpöckisch Beer was also shown at his wedding in Wittenberg when the council of the town of Wittenberg presented him a barrel of Einbecker as a gift. Already after his disputation in Leipzig in the year 1519 the council of the town of Wittenberg did welcome him by a jar of Einbecker Beer.,6.7,3.79,20,38,32,40,19,31,54,25,0,33,58,7,92
551,Samuel Adams Winter LagerBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),"Notes:Festive Bock with Spices.Winter Lager's rich malt notes and accents of cinnamon, ginger, and orange peel are just the right companion for decking the halls, your holiday table, your fridge, your hand... You get the picture, no matter what or how you celebrate, do it with a Winter Lager.	",5.6,3.6,20,30,8,29,5,33,24,13,1,17,27,45,64
552,Shiner Bock,Bock - Traditional,5,Spoetzl Brewery,"Notes:Tip back a bock. Brewed with rich roasted barley malt and German specialty hops, this lightly hopped American-styled dark lager always goes down easy. Originally a seasonal beer, fans have demanded it year-round since 1973.",4.4,3.2,20,30,10,26,5,26,21,5,1,6,25,2,63
553,Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),"Notes:Rich & DecadentThis rich, decadent bock has a big, malty character with the added sweetness of chocolate. Extended aging on a bed of cocoa nibs imparts a smooth, complex flavor and velvety finish.	",5.8,3.67,20,30,3,99,5,35,101,10,0,20,14,0,108
554,Michelob AmberBock,Bock - Traditional,5,Anheuser-Busch,Notes:Michelob AmberBock is brewed using 100% malt including dark-roasted black and caramel malts and all-imported hops.,5.2,2.9,20,30,6,27,8,16,31,6,0,5,15,1,80
555,Samuel Adams Cherry Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),Notes:,5.8,3.51,20,30,6,117,18,25,162,17,0,110,13,3,138
556,Uff-da,Bock - Traditional,5,New Glarus Brewing Company,Notes:,6.7,3.84,20,30,11,39,9,27,72,24,0,29,34,0,115
557,The Vixen Chocolate Chili BockBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),Notes:,8.5,3.7,20,30,9,127,32,30,129,16,0,32,14,103,130
558,St. Nikolaus Bock Bier,Bock - Traditional,5,Pennsylvania Brewing Company,"Notes:Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma.",6.0,3.97,20,30,19,61,3,47,54,8,0,13,36,24,102
559,Spring Bock,Bock - Traditional,5,Saint Arnold Brewing Company,"Notes:An authentic, copper colored, German-style Bock, celebrating the coming of spring. This big, deeply flavored lager has been aged to create a smooth, malty taste with a hint of sweetness. A light addition of German hops balances the malt flavor.	",6.9,3.63,20,30,11,50,35,31,42,7,1,10,43,6,93
560,Pandora's Bock,Bock - Traditional,5,Breckenridge Brewery,Notes:,7.5,3.45,20,30,11,41,22,20,88,25,0,39,31,13,100
561,Genesee Spring Bock,Bock - Traditional,5,Genesee Brewing Co. / Dundee Brewing Co.,"Notes:Formerly Genesee Bock BeerOur take on the 16th century German legend has turned out to be a legend in its own right. For every spring since 1951, our brewery has carefully crafted and lagered Genesee Bock Beer. The result is an exceptionally hearty, full-flavored beer with a slight malty finish—and a perfect way to celebrate the snow melt.",5.2,3.48,20,30,13,39,5,18,50,10,2,12,21,1,67
562,Ur-Bock Dunkel,Bock - Traditional,5,Einbecker Brauhaus AG,"Notes:At the first sip it is smooth and full-bodied, at the second sip the true rich, strong roasted malt aroma of Einbecker Ur-Bock unfolds. The dark barley-malt brewed refreshment from the Einbecker original recipe.	",6.5,3.72,20,30,10,38,18,40,55,14,0,18,41,5,88
563,La Trappe Bockbier,Bock - Traditional,5,Bierbrouwerij De Koningshoeven B.V.,"Notes:This unique seasonal product is the world’s only Trappist bock ale. Brewed exclusively with natural ingredients, this ale post-ferments slightly in its bottle. It has a deep red colour, an intensely rich taste, and a malty aroma. Aromatic hop varieties and types of burnt malt render this ale its delicate bitterness that blends surprisingly well with its slightly sweet undertone.	",7.0,4.01,20,30,15,58,17,35,77,22,0,39,38,21,106
564,Christmas Bock,Bock - Traditional,5,Mahr's Bräu,Notes:,6.0,3.69,20,30,26,50,19,41,86,24,1,23,52,39,107
565,Noche Buena,Bock - Traditional,5,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Notes:,5.9,3.39,20,30,15,30,8,21,57,7,0,11,26,7,70
566,Schell's Bock,Bock - Traditional,5,August Schell Brewing Company,"Notes:Each year the promise of spring was confirmed as the first keg of Schell's Bock rolled onto waiting delivery wagons. And since 1860, Schell's Bock has continued in the true German tradition. Completely reformulated for 2009, Schell's Bock has replaced Caramel Bock as our late winter seasonal. Brewed with a harmonious blend of 10 different types of malt and noble hops, Schell's Bock is fermented slowly, and then lagered for an extended period of time to ensure a smooth finish. Perfect for passing even the coldest winter day.This dark amber colored beer sports a robust malt character.",6.1,3.89,20,30,21,60,21,23,95,23,2,37,33,6,152
567,Samuel Adams Toasted Caramel BockBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),"Notes:Molasses is the secret to this Lager, and creates a pleasant sweetness with hints of caramel, brown sugar, vanilla, and maple syrup. The pale and caramel malts merge with Hersbrucker and Saaz hops to create a delightfully toasted flavor in this bock.	",5.8,3.63,20,30,12,42,22,41,146,5,1,5,26,18,134
568,Schokolade Bock,Bock - Traditional,5,Millstream Brewing Company,"Notes:Just in time for the holidays is our special treat. A dark and chewy bock beer. Around November you'll find 'chocolate bock' on tap down at the brewery.No other beer has a more pure and intense malt character as a true Bock. Many large breweries in the U.S. have diluted the original strength of this beer, but we make the real thing. The body of this beer is rich, making it a good beer to warm up to during those ""special"" Iowa winters. The blackened malt that we use in it gives the brew a slight hint of chocolate. Its a smooth brew, having been lagered for over a month in our cellars, in true bock style.46 IBU",6.0,3.99,20,30,11,88,5,39,88,6,0,7,21,4,159
569,Saranac Chocolate Lager,Bock - Traditional,5,Matt Brewing Company / Saranac Brewery,Notes:Saranac Chocolate Lager is a sinfully delicious deep amber lager made with certified organic cacao from Belize. Our brewers looked far and wide for the highest quality cacao to create a smooth chocolaty taste that only comes from the most exclusive cacao plants. We used the roasted seeds of these decadent plants and perfectly paired them with caramel malt and German Hallertau hops to create a malty chocolate sweet flavor. You'll love savoring this beer with your favorite holiday foods or on its own for a delicious treat!15 IBU,6.0,3.39,20,30,29,136,16,75,114,9,1,6,51,5,199
570,Brother Benedict's Bock,Bock - Traditional,5,Granite City Food & Brewery,"Notes:A German style lager, our Bock carries a brownish color, a medium body, and a mouthwatering smoothness from the wonderful malt flavor.	",5.1,3.37,20,30,7,55,7,10,89,10,0,7,15,3,114
571,Winterbock,Bock - Traditional,5,Atwater Brewery,Notes:,7.5,3.33,20,30,13,44,24,39,91,27,0,33,41,13,110
572,Creemore Springs UrBock,Bock - Traditional,5,Creemore Springs Brewery Limited,"Notes:Bock beers gained notoriety in Munich back in 1612. All the Bavarian nobles were drinking fashionable northern ales known as Einbeck Bier. So Duke Maximillian I of Munich hired his own northern brewmaster, who created a lager similar in character but superior in taste. It won back the local aristocrats. Inspired by his entrepreneurial spirit we started brewing our own urBock – rich, ruby-hued beer with subtle, dark roasted flavours. It’s an aristocratic beer but rest assured, you needn’t be a Duke to enjoy it.28 IBU",6.0,3.65,20,30,9,54,11,34,85,18,0,29,45,9,115
573,Revolver Bock,Bock - Traditional,5,Revolver Brewing,Notes:,6.5,3.84,20,30,11,34,10,14,53,10,0,16,15,5,75
574,LAG Lagunator Lager,Bock - Traditional,5,Lagunitas Brewing Company,"Notes:It’s a dry-hopped California Common with a massive malt character, rounded out by a bitter balance from some experimental hops from the Yakima Valley, this beer will leave you saying ‘I’ll be bock!’",7.7,3.87,20,30,12,48,13,67,57,25,0,22,95,3,82
575,Mountain Holidays In Vermont,Bock - Traditional,5,Rock Art Brewery,Notes:,5.8,3.64,20,30,12,74,12,48,88,22,1,25,47,26,119
576,Holsten Festbock,Bock - Traditional,5,Holsten-Brauerei,Notes:,7.0,3.33,20,30,6,41,31,31,85,19,0,23,27,4,81
577,Huber Bock Beer,Bock - Traditional,5,Minhas Craft Brewery,Notes:,5.5,3.18,20,30,7,67,8,39,80,17,1,17,26,8,105
578,Block House Double Chocolate Bock,Bock - Traditional,5,Pittsburgh Brewing Co.,Notes:,6.5,3.35,20,30,4,107,10,10,150,8,0,12,6,1,107
579,Kozlak,Bock - Traditional,5,Browar Amber,Notes:,6.5,3.61,20,30,10,41,20,23,86,18,0,33,23,11,113
580,Bock Bock Imperial American Bock Aged In Bourbon Barrels,Bock - Traditional,5,Shmaltz Brewing Company,Notes:,9.4,3.82,20,30,17,38,54,13,49,35,1,24,7,10,77
581,Samuel Adams Amber BockBoston Beer Company (Samuel Adams),Bock - Traditional,5,Boston Beer Company (Samuel Adams),Notes:,6.0,3.51,20,30,19,31,5,27,84,7,0,6,38,3,101
582,Nero's 1st Century Double Dark Malt Ale,Bock - Traditional,5,Amarcord Birra Artigianale Italiana,Notes:,8.0,3.08,20,30,13,41,20,23,97,36,0,46,26,13,81
583,Bockslider Toadies Texas Bock,Bock - Traditional,5,Martin House Brewing Company,Notes:,5.6,3.76,20,30,13,41,3,20,42,8,0,7,16,2,72
584,Bokbier,Bock - Traditional,5,Jopen Bier BV Haarlem,Notes:,6.5,3.8,20,30,23,47,10,34,68,30,2,31,16,9,106
585,Love Honey,Bock - Traditional,5,Lost Forty Brewery,Notes:,6.3,3.87,20,30,16,28,13,25,86,5,0,11,47,3,106
586,Mönchshof Bockbier,Bock - Traditional,5,Kulmbacher Brauerei AG,Notes:,6.9,3.73,20,30,12,40,20,31,92,33,3,41,37,6,91
587,Battlefield Bock,Bock - Traditional,5,Red Oak Brewery,Notes:From the brewery: Battlefield Bock is a smooth and creamy Bavarian Style Bock Lager. It is brewed with our proprietary blend of Bavarian Dark Roasted Malts giving it a distinct taste with hints of coffee and chocolate. We add Noble Czech Saaz Hops to balance the flavor of this rich full bodied lager. Battlefield Bock is slow cold aged for a minimum of 8 weeks.,6.5,3.92,20,30,9,74,7,44,59,5,0,4,26,8,84
588,Chouffe-Bok 6666,Bock - Traditional,5,Brasserie d'Achouffe,"Notes:CHOUFFE BOK 6666 is a seasonal beer brewed especially for the Netherlands. The ""Bok"" beers traditionally appear on the Dutch market at the end of September. CHOUFFE BOK 6666 stands out thanks to its coppery robe, its fresh, fruity nose and a pleasant roundness in the mouth, ending with a hint of bitterness.",6.66,3.79,20,30,15,50,18,38,103,55,0,56,38,33,101
589,Christoffel Bokbier,Bock - Traditional,5,Bierbrouwerij Sint Christoffel B.V,Notes:Also known as Christoffel Bock	,7.8,3.57,20,30,8,55,23,25,114,29,0,54,31,6,95
590,Crawford Bock,Bock - Traditional,5,Karbach Brewing Co.,Notes:,4.5,3.49,20,30,13,24,4,9,33,3,0,5,10,0,68
591,The Bennie,Bock - Traditional,5,Granite City Food & Brewery,Notes:,5.5,3.47,20,30,3,2,1,1,8,2,0,2,1,1,12
592,Aass Bock,Bock - Traditional,5,Aass Brewery,Notes:,6.5,4.01,20,30,5,49,14,34,81,15,0,21,25,3,76
593,Bock Beer,Bock - Traditional,5,Rivertown Brewery & Barrel House,Notes:,7.2,3.56,20,30,13,46,26,27,113,37,0,51,45,9,120
594,Zywiec BockZywiec Breweries PLC (Heineken),Bock - Traditional,5,Zywiec Breweries PLC (Heineken),Notes:,6.5,3.77,20,30,17,43,14,28,104,16,1,24,37,7,138
595,Stegmaier Brewhouse Bock,Bock - Traditional,5,"Lion Brewery, Inc.",Notes:,6.6,3.76,20,30,8,53,19,19,86,17,0,21,18,4,101
596,Bock De Joliette,Bock - Traditional,5,Micro-Brasserie L'Alchimiste,Notes:,6.1,3.32,20,30,9,31,10,33,65,33,0,36,37,4,74
597,Dreher Bak,Bock - Traditional,5,Dreher Brewery,Notes:,7.3,3.76,20,30,8,62,23,57,63,10,0,11,38,4,91
598,Poop Your Pants Chocolate Bock,Bock - Traditional,5,Perrin Brewing Co.,"Notes:The first time Gary tried this beer he got so excited, he pooped his pants on the spot. This lager is malt forward, full bodied, and finishes smooth and creamy. Rich and complex, our traditional Munich style Bock features seven types of chocolate and cocoa nibs added to both the boil and the fermentor.	",6.0,3.91,20,30,5,89,2,27,67,1,0,2,27,2,114
599,Broegel Bock Beer,Bock - Traditional,5,Brouwerij Martens NV,Notes:,5.0,3.32,20,30,8,26,3,27,39,12,0,7,41,7,52
600,Blondibock,Bock - Traditional,5,Mammoth Brewing Company,Notes:Aged in Heaven Hill bourbon barrels.	,8.0,3.86,20,30,10,29,56,7,24,12,0,17,5,30,74
601,Schneider Weisse Tap 6 Unser Aventinus,Bock - Weizenbock,6,Weisses Bräuhaus G. Schneider & Sohn GmbH,"Notes:Formerly Schneider Aventinus.A day's rewardFor golden moments by the fireplace: ""Mein Aventinus"" - the wholehearted, dark ruby coloured wheat beer, intensive and fiery, warming, well-balanced and tender. Bavaria's oldest wheat ""Doppelbock"" - brewed since 1907! Its sturdy body in combination with its sweet malty aroma is an invitation to profound indulgence - an ingenious blend with a strong body. Perfectly matches rustic dishes, dark roasts and sweet desserts.Hallertauer Herkuleswheat malt, barley maltopen fermentation, genuine bottle fermentationnon-filtrated, non-pasteurized16 IBU7 g/l carbon dioxide18,5 % original gravity",8.2,4.35,15,35,14,73,48,17,95,38,1,91,17,45,107
602,Vitus,Bock - Weizenbock,6,Bayerische Staatsbrauerei Weihenstephan,"Notes:Our light-coloured, spicy single-bock, “Vitus” is saturated with fine yeast and a creamy foam. It is a specialty with a round character based on the extra long storage time. The fruity smell of dried apricots joins aromas of citrus, cloves and hints of banana. Full-bodied and sparkling with an effervescent mouthfeel. Thus, the Vitus does not taste like a typical Bock beer but more like a noble, fruity wheat beer. Perfect with red meat, strong cheese and also able to guide desserts. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.	",7.7,4.3,15,35,14,53,23,11,52,48,0,72,15,47,50
603,Moonglow Weizenbock,Bock - Weizenbock,6,Victory Brewing Company - Downingtown,Notes:,8.7,4.07,15,35,7,31,24,13,67,36,0,72,9,33,62
604,Schneider Weisse Tap 5 Meine Hopfenweisse,Bock - Weizenbock,6,Weisses Bräuhaus G. Schneider & Sohn GmbH,"Notes:Schneider version. This brew is the result of the long friendship of Brooklyn brewmaster Garrett Oliver and Schneider brewmaster Hans-Peter Drexler. Garrett had always admired the delicate balance of flavors in Schneider Weisse, while Hans-Peter had long enjoyed the effusive hop character of Brooklyn East India Pale Ale and BLAST! Garrett's concept for the collaboration was that each brewmaster would brew essentially the same pale, hoppy weissbock in the other's brewery, but with different hopping to reflect the local hop flavor.Dry-hopped w/ Hallertauer Saphir.	",8.2,4.12,15,35,17,40,32,60,33,57,0,77,93,36,28
605,Ayinger Weizenbock,Bock - Weizenbock,6,Ayinger Privatbrauerei,Notes:,7.1,4.21,15,35,13,44,22,9,52,25,0,71,16,39,73
606,Bavarian-Styled Doppel Weizen,Bock - Weizenbock,6,Lagunitas Brewing Company,Notes:This special brew was designed with the help of our Freistaat Bayern brothers who also built the brewhouse upon which we brewed it. It's a new twist on an old tradition!	,8.7,3.85,15,35,4,32,10,35,52,43,0,61,46,9,68
607,Thumbprint Imperial Weizen,Bock - Weizenbock,6,New Glarus Brewing Company,"Notes:Do not waste time attempting to box this brew into some esoteric guide to styles. This is Dan's bold creation. His passion for unfiltered Weiss collides with Cascade Hops inventing our Imperial Hefe-Weizen. Dry hopping boldly rules over Wisconsin red wheat and our special strain of Bavarian yeast. At almost 20 O.P. this is the super mac daddy of Weiss beers. Decoction mashing was followed by excessive dry hopping to create a fierce onslaught of clove, cinnamon and citrus all in this living beer. Don't bother waiting to enjoy - the time is now.",9.6,4.07,15,35,32,58,34,64,51,107,3,142,85,79,87
608,Erdinger Weissbier Pikantus,Bock - Weizenbock,6,Erdinger Weissbräu,"Notes:ERDINGER Pikantus is already a legend during the “strong beer season”. But with its complex symphony of aromas, it also stimulates the taste buds – making it a perfect aperitif.With an ABV of 7.3% and an original wort of 16.7°P, this bock beer is ERDINGER Weissbräu’s strongest contender.For a true Bavarian aperitif, divide a bottle of ERDINGER Pikantus between two connoisseur glasses – with its dark color and smooth creamy head, Pikantus is already a feast for the eyes. The flavor that develops on the palate is well-rounded and malty with a hint of nutmeg and fine nougat. The sparkling nature of ERDINGER Pikantus harmonizes perfectly with its slightly sweet character, as well as its soft and delicate finish.",7.3,3.88,15,35,16,52,27,10,103,33,0,63,8,30,86
609,Ramstein Winter Wheat,Bock - Weizenbock,6,High Point Brewing Company,"Notes:Rich creamy head with bouquet of Wheat malt, black current, clove, and apple. Deep full flavors of caramel and chocolate malt balance with hops for a smooth warming character. Smooth malt leads to a subtle alcohol and dark caramel finish. The wonderful balance of this beer provides a complex profile hiding the 9.5% alcohol content. The perfect companion for a cold winter night.",9.5,4.21,15,35,16,90,41,25,104,36,0,68,19,53,136
610,Schneider Weisse Tap X Mein Nelson Sauvin,Bock - Weizenbock,6,Weisses Bräuhaus G. Schneider & Sohn GmbH,Notes:,7.3,4.12,15,35,23,53,23,43,102,70,0,112,70,33,77
611,Primus Weizenbock,Bock - Weizenbock,6,Live Oak Brewing Company,Notes:,8.3,4.25,15,35,13,68,15,17,59,24,0,65,19,46,82
612,Schneider Weisse Tap X Aventinus Cuvée Barrique,Bock - Weizenbock,6,Weisses Bräuhaus G. Schneider & Sohn GmbH,"Notes:TAP6 Aventinus and Aventinus Eisbock mature for several months in French Oak Chardonnay barrels before they are united to an uncomparable [sic] cuvée.The maturation in these barriques brings berry-like and pleasantly sour aromas to this elegant and quiet beer. A thrilling transformation of its famous beer of origin. We use different barriques every year and thus, the influence of the aromas varies every year and makes each batch unique.Enjoy TAPX Aventinus Barrique with rich beef or venison dishes, with desserts like vanilla ice cream and chocolate tart or a rich blue cheese.",9.5,4.08,15,35,40,54,22,10,120,133,0,138,21,24,73
613,Glockenspiel,Bock - Weizenbock,6,Great Lakes Brewing Co.,Notes:,8.0,4.06,15,35,12,50,37,17,74,32,0,75,12,34,63
614,Der Weisse Bock,Bock - Weizenbock,6,Mahr's Bräu,Notes:,8.5,3.93,15,35,22,69,25,20,87,29,0,62,25,29,111
615,Plank Bavarian Heller Weizenbock,Bock - Weizenbock,6,Brauerei Michael Plank,Notes:Original Gravity 18.9 PlatoBitterness (IBU) 15Color: 17 EBCAwarded with7 WORLD BEER CUP MEDALS.,7.5,3.93,15,35,23,64,37,21,88,42,0,99,43,34,118
616,Plank Bavarian Dunkler Weizenbock,Bock - Weizenbock,6,Brauerei Michael Plank,Notes:,7.5,3.93,15,35,28,90,44,33,123,49,0,95,24,38,178
617,La Shawinigan Handshake,Bock - Weizenbock,6,Le Trou Du Diable,Notes:,6.5,3.85,15,35,34,46,22,53,47,84,0,113,85,49,68
618,Weizenbock Grande Cuvée,Bock - Weizenbock,6,Les Trois Mousquetaires,"Notes:A dark wheat beer, hearty and top-fermented, inspired by the style traditionally brewed in Munich, Germany. This Weizenbock will seduce you with its lush flavors reminiscent of candied fruits, banana, and maple syrup.	",11.0,3.88,15,35,8,63,60,19,181,59,0,119,16,40,108
619,Eisenbahn Vigorosa (Weizenbock),Bock - Weizenbock,6,Cervejaria Sudbrack Ltda,Notes:,8.0,3.78,15,35,17,59,32,14,80,32,0,63,12,30,94
620,Alpen Glow,Bock - Weizenbock,6,Fat Head's Brewery & Saloon,"Notes:If you look closely, you can imagine the magic of the dusk light on the mountains reflected in the amazing color of this brew. Unfiltered with a foggy appearance and light aromas of wheat, bubblegum, clove and spice. Finishes silky smooth. Take a sip and set your mind aglow.	",7.0,4.08,15,35,10,48,29,10,56,23,0,66,7,34,55
621,Neshaminator,Bock - Weizenbock,6,Neshaminy Creek Brewing Company,"Notes:This is our take on a German wheat bock, but with a small twist. We brew this 8.5% ABV holiday offering with orange blossom honey, malted wheat and dark Munich malt, a hint of Chocolate malt, and German Hallertau and Tettnanger hops. While most German bock beers named with the ‘-or’ ending are traditional double bock lagers, we decided to break from tradition a bit with not only the name of this beer, but the use of orange blossom honey as well. Prost!",8.5,3.81,15,35,18,83,18,20,132,43,0,82,30,28,114
622,Weiss Principal Imperial Hefe,Bock - Weizenbock,6,Peak Organic Brewing Company,"Notes:Weiss Principal is the international love child of a German Hefe-Weisse and an American Double IPA. This unfiltered wheat beer employs a traditional German Weiss yeast, providing engaging banana and clove flavors. A stern dry-hopping of a pungent American hops provides pronounced citrus, pine & fruit notes.	",8.6,3.41,15,35,16,46,35,79,32,85,0,91,97,42,35
623,Teufel Bock,Bock - Weizenbock,6,Atwater Brewery,Notes:Our Weizen Dopplebock is dominated with 60% wheat that imparts a nutty-bisquit flavour. It is complimented with Perle and Hersbrucker hops.20 IBU,10.9,3.88,15,35,15,65,49,47,96,30,0,69,53,27,150
624,Buffalo Bock,Bock - Weizenbock,6,Minneapolis Town Hall Brewery,Notes:Weizenbock aged in an Buffalo Trace Bourbon Barrel barrel.	,7.2,4.15,15,35,7,54,83,8,97,36,0,65,4,31,107
625,Riegele Augustus Weizendoppelbock,Bock - Weizenbock,6,Brauhaus Riegele,Notes:,8.0,4.08,15,35,13,55,25,10,73,23,1,69,15,34,89
626,Face Plant,Bock - Weizenbock,6,"Bayern Brewing, Inc. / Edelweiss Bistro","Notes:Since we brew beer in the Bavarian tradition at Bayern (which means Bavaria in German) our list of beer styles would not be complete without our most recent addition: Face Plant Doppelweizen. This top-fermented, unfiltered Wheat Bock beer is the counterpart to Bayern’s famous Doppelbock Lager and is decoction-brewed, a technique used often in Bavaria but seldom in the US. The recipe uses five types of malt (Wheat, Pilsener, Carmel, Munich and Chocolate), and has an o.g. of > 17 % Plato, producing a stout 7.5 % Alc. by Vol. As with all Bayern wheat beers, Face Plant surprises with its complex flavor. German Hallertauer Perle hops give this hearty Bock beer a perfectly balanced sweetness.",7.5,3.88,15,35,10,66,33,34,73,24,0,40,35,21,121
627,Hopf Weisser Bock,Bock - Weizenbock,6,Weissbierbrauerei Hopf,Notes:,7.0,3.97,15,35,15,54,22,9,62,38,0,76,9,44,78
628,Angry Goat,Bock - Weizenbock,6,Rahr & Sons Brewing Company,Notes:,8.0,3.66,15,35,6,45,20,24,60,18,0,27,14,12,57
629,Weizenbock,Bock - Weizenbock,6,Pennsylvania Brewing Company,Notes:,7.9,4.01,15,35,11,69,28,16,81,22,0,77,14,56,89
630,Wild Oats Series No. 10 - Dunkel Buck,Bock - Weizenbock,6,Beau's All Natural Brewing Company,"Notes:Beau’s “Dunkel Buck” is brewed in the Dunkel Weizenbock style – a strong, dark version of a traditional Bavarian wheat beer. This cloudy, dark and unfiltered wheat beer displays intriguing clove and banana aromas. The flavours follow, while adding in a chocolate and mocha undercurrent. The beer finishes dry with a slightly tart spiciness, and the alcohol is moderately warming.12 IBU",6.8,3.92,15,35,12,63,35,20,75,28,0,81,4,52,131
631,Volks Weizenbock,Bock - Weizenbock,6,Appalachian Brewing Company,Notes:,7.2,3.81,15,35,9,58,19,18,71,35,0,50,20,57,49
632,Weizen Bock,Bock - Weizenbock,6,Scuttlebutt Brewing Company - Restaurant and Pub,Notes:,7.9,3.43,15,35,19,58,34,22,66,49,0,61,20,30,76
633,Skull Crushing Ape,Bock - Weizenbock,6,Devils Backbone Brewing Company,Notes:,8.0,3.91,15,35,7,53,15,19,44,16,0,42,10,28,68
634,Jeff's Bavarian Ale,Bock - Weizenbock,6,Maisel & Friends,"Notes:An interpretation of a typical Bavarian wheat, refined with a little bit more hops and the intense aroma of our very own wheat-beer yeast. Bold and surprising. Typical but yet so different. Deep notes of black currant play well with hints of oriental spices. A tasty treat for all occasions.	",7.1,3.99,15,35,10,41,23,38,69,68,0,99,65,47,82
635,Heineken Tarwebok,Bock - Weizenbock,6,Heineken Nederland B.V.,Notes:,6.5,3.6,15,35,13,47,24,24,83,10,1,26,18,12,80
636,Erlkönig,Bock - Weizenbock,6,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"Notes:This Maifest special is sweet, soothing, and a deceptive delight. So much so that it may deceive thy sight. Should you start to see visions of Elf King fame, heed the warnings from where this beer gets its name. Spelled out clearly in the Goethe poem…Hold on tight to a loved one, and head for home.	",8.3,3.88,15,35,16,27,16,12,26,26,0,42,16,32,40
637,Weizenbock,Bock - Weizenbock,6,Olde Hickory Brewery,Notes:,8.0,3.68,15,35,15,37,47,19,48,41,0,62,28,46,57
638,Snow Weizen,Bock - Weizenbock,6,Denen Plaza Kawaba Brewery,Notes:,5.0,3.48,15,35,5,16,9,5,18,13,0,17,7,8,27
639,Bourbon Barrel Aged Trippel Weizenbock,Bock - Weizenbock,6,The Livery,Notes:,12.5,4.4,15,35,6,60,41,10,58,20,0,32,1,18,65
